Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2/6/2025,2:36:27,CNR5562668299,Success,CUST643378,Bike,RT Nagar,Basaveshwaranagar,7.03,7.89,0,,0,,0,,126,9.63,4.8,4.9
2/18/2025,13:45:23,CNR4126432587,Cancelled by Driver,CUST983011,Mini,Malleshwaram,Bommasandra,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/18/2025,18:56:35,CNR1959437648,Success,CUST259544,Prime Plus,BTM Layout,Kanakapura Road,6.39,13.88,0,,0,,0,,537,7.82,3.8,4.4
2/14/2025,13:24:31,CNR5401682597,Cancelled by Customer,CUST474787,Bike,Bommasandra,Malleshwaram,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/12/2025,20:25:56,CNR5811815711,Success,CUST122983,Prime SUV,Shivajinagar,JP Nagar,5.16,12.79,0,,0,,0,,393,18.71,3.7,3.7
2/25/2025,5:14:27,CNR8433181131,Success,CUST330720,Mini,HBR Layout,Vijayanagar,6.96,14.99,0,,0,,0,,355,4.98,3.9,4.2
2/18/2025,11:36:19,CNR1923619183,Cancelled by Customer,CUST380333,Prime Plus,Sahakar Nagar,MG Road,0,0,1,AC is not working,0,,0,,0,0,0,0
2/28/2025,14:17:49,CNR8525903322,Success,CUST383940,eBike,Majestic,Frazer Town,8.1,9.54,0,,0,,0,,891,27.14,4.2,3.7
2/17/2025,18:25:55,CNR6150029899,Cancelled by Driver,CUST622521,eBike,HSR Layout,Girinagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/2/2025,7:39:39,CNR8230637248,Cancelled by Customer,CUST817128,Bike,Vijayanagar,Bommasandra,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/22/2025,21:20:17,CNR1720345245,Cancelled by Driver,CUST190893,Prime Sedan,Kanakapura Road,Richmond Town,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/2/2025,0:31:04,CNR2957679098,Success,CUST882237,Bike,RT Nagar,Bommanahalli,7.21,11.4,0,,0,,0,,464,14.08,3.7,4.4
2/14/2025,4:06:50,CNR2033393747,Success,CUST783010,Prime SUV,HBR Layout,Kanakapura Road,3.42,8.8,0,,0,,0,,114,29.94,4.5,4.7
2/20/2025,0:24:26,CNR1074280580,Success,CUST920928,Mini,Vijayanagar,Hulimavu,5.54,14.2,0,,0,,0,,270,2.91,4.3,4.5
2/4/2025,0:14:18,CNR9286904464,Success,CUST434694,Prime SUV,Kadubeesanahalli,BTM Layout,2.21,3.72,0,,0,,0,,867,8.18,3.5,3.9
2/10/2025,0:18:54,CNR8741213954,Success,CUST138925,Prime SUV,Frazer Town,Nagawara,9.14,14.72,0,,0,,0,,387,6.5,4.2,3.9
2/26/2025,7:43:18,CNR1567934773,Incomplete,CUST708789,Bike,Nagawara,Koramangala,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/7/2025,8:12:16,CNR7794886773,Success,CUST325340,Prime Plus,JP Nagar,Kammanahalli,5.56,5.65,0,,0,,0,,189,2.4,5,4.1
2/12/2025,18:24:01,CNR1329677837,Success,CUST333905,Prime Sedan,BTM Layout,Hebbal,5.52,3.04,0,,0,,0,,738,11.04,3.5,4.3
2/24/2025,13:55:07,CNR5441941478,Success,CUST335230,Prime Plus,KR Puram,Girinagar,7.28,5.41,0,,0,,0,,929,15.29,4.2,4
2/23/2025,4:55:19,CNR8126466192,Success,CUST645426,Bike,Jakkur,Frazer Town,3.42,13.24,0,,0,,0,,267,14.77,4.4,4.6
2/15/2025,23:45:26,CNR6864524494,Success,CUST454741,eBike,Cunningham Road,Whitefield,9.58,14.53,0,,0,,0,,307,29.08,4.5,3.9
2/13/2025,6:49:53,CNR8327177974,Success,CUST466385,Mini,Whitefield,Whitefield,9.56,3,0,,0,,0,,494,14.51,3.8,3.7
2/19/2025,18:47:37,CNR7386800456,Success,CUST443071,Mini,Banashankari,Whitefield,3.43,9.56,0,,0,,0,,444,7.23,4.1,4.3
2/7/2025,20:48:34,CNR8249335306,Success,CUST201864,Mini,Jayanagar,Ulsoor,4.24,7.73,0,,0,,0,,413,8.98,4.1,4
2/6/2025,16:27:55,CNR9845745176,Success,CUST319320,Prime Sedan,Frazer Town,Hennur,7.1,5.18,0,,0,,0,,740,12.58,4.3,3.7
2/28/2025,16:34:40,CNR5255524342,Success,CUST299187,Auto,Malleshwaram,Frazer Town,3.64,5.65,0,,0,,0,,365,18.5,3.6,4.6
2/15/2025,15:35:46,CNR3487410982,Success,CUST936870,Prime Plus,Bellandur,Malleshwaram,4.85,5.33,0,,0,,0,,260,23.5,4.7,4.1
2/16/2025,19:41:36,CNR5509213194,Success,CUST441701,Prime Plus,Jayanagar,Vasanth Nagar,7.16,9.88,0,,0,,0,,283,16.64,4.5,4.7
2/27/2025,16:00:24,CNR1524381774,Cancelled by Driver,CUST138722,eBike,Kaggadasapura,Yelahanka,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/9/2025,12:45:50,CNR7052864313,Incomplete,CUST134687,Mini,Jayanagar,Malleshwaram,0,0,0,,0,,1,Other Issue,0,0,0,0
2/6/2025,6:21:15,CNR1335976160,Success,CUST879132,Bike,Hulimavu,Hennur,3.95,7.37,0,,0,,0,,384,5.79,4.2,4.9
2/6/2025,5:15:08,CNR4566729142,Success,CUST792693,Prime SUV,Bommasandra,Nagawara,5.3,14.46,0,,0,,0,,336,26.01,4.7,4.8
2/22/2025,17:50:14,CNR6799253715,Success,CUST109003,Prime Sedan,Hoodi,Malleshwaram,4.97,13.26,0,,0,,0,,163,18.42,4.5,3.9
2/26/2025,8:31:19,CNR6832728329,Cancelled by Driver,CUST560202,Prime Sedan,Indiranagar,Bellandur,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/7/2025,12:40:16,CNR9694816365,Success,CUST932341,eBike,Marathahalli,JP Nagar,7.23,11.67,0,,0,,0,,533,20.28,4.6,4.8
2/10/2025,15:24:39,CNR8693313165,Incomplete,CUST984064,Prime Plus,Sarjapur,Hoodi,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/12/2025,9:09:00,CNR7295695303,Cancelled by Driver,CUST113595,Auto,Cunningham Road,Electronic City,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/3/2025,22:37:35,CNR4833339960,Success,CUST986614,eBike,Lavelle Road,Hoodi,9.11,3.58,0,,0,,0,,238,14.75,4,4.8
2/5/2025,17:07:42,CNR5457833405,Success,CUST335155,eBike,Bommanahalli,Bommanahalli,9.91,6.84,0,,0,,0,,266,22.18,4.4,4.3
2/12/2025,8:31:36,CNR1800230441,Cancelled by Customer,CUST988608,Prime Plus,Nagawara,Jakkur,0,0,1,AC is not working,0,,0,,0,0,0,0
2/27/2025,13:19:01,CNR2368234597,Success,CUST219517,Mini,Cunningham Road,Yelahanka,6.07,4.68,0,,0,,0,,848,27.72,3.6,4.6
2/4/2025,6:03:49,CNR4958105360,Cancelled by Driver,CUST363890,eBike,Hennur,BTM Layout,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/21/2025,4:07:22,CNR3980502398,Success,CUST125673,eBike,Malleshwaram,MG Road,8.19,11.92,0,,0,,0,,652,8.43,3.9,3.9
2/5/2025,10:10:01,CNR6079852266,Cancelled by Customer,CUST804911,Mini,Whitefield,HSR Layout,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/7/2025,14:53:28,CNR2332805743,Success,CUST605819,Prime Sedan,Kadubeesanahalli,Hebbal,6.79,11.82,0,,0,,0,,209,8.56,4.3,4.6
2/17/2025,22:48:04,CNR6255931264,Success,CUST487720,Bike,Marathahalli,HSR Layout,3.52,3.03,0,,0,,0,,330,22.78,4.6,4.3
2/19/2025,23:58:49,CNR7705748531,Success,CUST183864,Mini,Electronic City,Ulsoor,9.02,10.5,0,,0,,0,,603,14.33,3.9,3.8
2/20/2025,4:43:22,CNR9619455453,Success,CUST105114,eBike,Indiranagar,Banaswadi,7.17,14.98,0,,0,,0,,305,22.16,4.7,4.6
2/4/2025,21:55:37,CNR2390748355,Cancelled by Customer,CUST838984,eBike,Marathahalli,Banaswadi,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/2/2025,19:16:19,CNR9848170913,Incomplete,CUST222800,Auto,Malleshwaram,Basaveshwaranagar,0,0,0,,0,,1,Other Issue,0,0,0,0
2/18/2025,3:12:52,CNR3499699415,Cancelled by Driver,CUST710276,Prime Sedan,Banashankari,Ulsoor,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/25/2025,22:06:44,CNR4258516399,Success,CUST219584,Prime Plus,Malleshwaram,Frazer Town,7.16,11.46,0,,0,,0,,589,27.48,4.5,3.6
2/28/2025,14:57:00,CNR9226966132,Cancelled by Driver,CUST764612,Auto,Hebbal,Yelahanka,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/10/2025,18:02:47,CNR6490186828,Cancelled by Driver,CUST903146,Mini,Sadashivanagar,HSR Layout,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/9/2025,10:35:34,CNR6713117447,Incomplete,CUST631111,Prime Plus,Basaveshwaranagar,Basavanagudi,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/7/2025,9:20:38,CNR7819866160,Success,CUST907731,Prime Plus,Banashankari,Kammanahalli,9.53,14.56,0,,0,,0,,842,16.92,4.9,4.4
2/3/2025,12:00:04,CNR4368381539,Success,CUST613727,Auto,Kaggadasapura,Sahakar Nagar,3.93,4.28,0,,0,,0,,279,14.18,4.2,3.7
2/7/2025,18:14:00,CNR6585078745,Success,CUST929326,Bike,Bommanahalli,Jayanagar,5.09,13.36,0,,0,,0,,179,22.56,4.6,4.1
2/25/2025,8:41:45,CNR2858899702,Cancelled by Driver,CUST644745,Mini,Koramangala,KR Puram,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/8/2025,16:00:20,CNR9788468978,Cancelled by Driver,CUST647182,eBike,Vasanth Nagar,Jakkur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/6/2025,7:12:52,CNR7155938716,Success,CUST602981,eBike,Hulimavu,Indiranagar,6.29,8.96,0,,0,,0,,620,11.44,3.7,4.5
2/4/2025,20:23:42,CNR7968666933,Success,CUST705584,Prime Sedan,Hebbal,Bommanahalli,2.87,11.74,0,,0,,0,,307,15.15,4.6,4.7
2/11/2025,13:27:53,CNR4795101937,Success,CUST773850,Bike,Frazer Town,Banashankari,5.14,10.54,0,,0,,0,,299,15.74,4,3.7
2/4/2025,22:39:40,CNR5628802151,Success,CUST820836,Auto,HSR Layout,Kengeri,3.44,8.3,0,,0,,0,,410,9.04,4.3,4.7
2/13/2025,3:32:49,CNR3273583138,Cancelled by Driver,CUST239086,Mini,Indiranagar,Bellandur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/8/2025,15:07:56,CNR1277969723,Success,CUST231199,Auto,HSR Layout,Sadashivanagar,9.12,6.32,0,,0,,0,,128,26.03,3.8,4.9
2/16/2025,16:29:38,CNR4773740507,Cancelled by Driver,CUST288972,Mini,Hulimavu,Hulimavu,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/19/2025,5:40:18,CNR2330970589,Success,CUST594092,Bike,JP Nagar,Sarjapur,8.89,3.19,0,,0,,0,,900,14.51,4.4,3.8
2/10/2025,14:06:03,CNR3996917716,Cancelled by Driver,CUST504044,Bike,Banashankari,Banashankari,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/8/2025,22:20:37,CNR6680843136,Success,CUST498752,Prime Plus,Hoodi,MG Road,2.15,10.85,0,,0,,0,,497,29.02,4.7,4.2
2/7/2025,12:39:05,CNR6722753546,Success,CUST190970,Bike,Bommanahalli,Kammanahalli,7.13,7.83,0,,0,,0,,137,18.34,4.5,4
2/10/2025,15:34:49,CNR4613093462,Success,CUST543373,Mini,Kadubeesanahalli,Hennur,9.16,10.76,0,,0,,0,,105,5.54,4.7,4
2/16/2025,6:56:13,CNR7313684885,Incomplete,CUST551914,Prime Plus,Nagawara,Hennur,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/7/2025,10:25:14,CNR7655675616,Incomplete,CUST683168,eBike,Basaveshwaranagar,Domlur,0,0,0,,0,,1,Other Issue,0,0,0,0
2/10/2025,12:14:00,CNR9635426335,Success,CUST456817,Prime Plus,Kanakapura Road,Ulsoor,6.4,5.78,0,,0,,0,,105,23.69,3.7,3.6
2/15/2025,10:07:53,CNR5389122374,Success,CUST721983,eBike,Vijayanagar,Electronic City,7.25,5.75,0,,0,,0,,397,10.38,4.6,5
2/21/2025,18:42:44,CNR5426105639,Success,CUST479547,Mini,Kadubeesanahalli,BTM Layout,7.06,4.81,0,,0,,0,,104,6.56,3.7,3.6
2/20/2025,11:13:45,CNR2573164875,Success,CUST488071,eBike,Nagawara,Nagawara,2.92,10.35,0,,0,,0,,940,26.94,4.6,3.8
2/20/2025,17:23:23,CNR9206536519,Cancelled by Customer,CUST585050,Auto,Hebbal,Hennur,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/4/2025,14:48:02,CNR8382223459,Success,CUST239957,Bike,Yelahanka,Sadashivanagar,9.03,8.97,0,,0,,0,,234,18.78,3.9,4.6
2/24/2025,7:54:41,CNR4738288331,Success,CUST435136,eBike,Hebbal,Frazer Town,7.66,5.92,0,,0,,0,,459,19.46,4.8,5
2/2/2025,5:51:26,CNR6970999009,Cancelled by Driver,CUST565317,Prime SUV,Kadubeesanahalli,Banaswadi,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/6/2025,10:26:52,CNR8362039701,Success,CUST423140,Auto,Rajajinagar,Girinagar,3.14,14.77,0,,0,,0,,799,28.9,4.2,4.1
2/20/2025,3:26:04,CNR9412433524,Success,CUST452071,Mini,Hebbal,Vasanth Nagar,7.63,6.53,0,,0,,0,,361,3.25,4.8,3.9
2/25/2025,1:19:32,CNR7003213128,Cancelled by Driver,CUST888011,Bike,Vijayanagar,MG Road,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/10/2025,23:44:53,CNR2414855136,Success,CUST838238,Prime Plus,Sarjapur,KR Puram,8.5,11.73,0,,0,,0,,262,2.3,3.5,4.8
2/10/2025,2:31:27,CNR6747128142,Cancelled by Driver,CUST908467,Mini,Rajajinagar,KR Puram,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/4/2025,18:02:22,CNR5930354410,Cancelled by Customer,CUST940484,Auto,MG Road,JP Nagar,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/17/2025,16:03:28,CNR9799288752,Success,CUST494487,Prime SUV,KR Puram,Basavanagudi,2.46,9.32,0,,0,,0,,130,3.4,4.7,3.5
2/6/2025,4:16:15,CNR1380415399,Cancelled by Customer,CUST821484,eBike,BTM Layout,Electronic City,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/12/2025,23:58:40,CNR7535959972,Success,CUST820412,Bike,Sadashivanagar,Basavanagudi,5.45,5.54,0,,0,,0,,933,25.12,3.9,5
2/19/2025,14:53:03,CNR7869791935,Success,CUST533833,Prime Sedan,Indiranagar,Kaggadasapura,6.23,11.61,0,,0,,0,,291,6.18,4,4.6
2/7/2025,3:39:02,CNR1466473629,Cancelled by Driver,CUST638382,eBike,Koramangala,Sarjapur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/7/2025,2:38:11,CNR6209011275,Cancelled by Driver,CUST416203,eBike,Basavanagudi,Hennur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/27/2025,1:00:35,CNR6001719988,Success,CUST988023,Auto,Frazer Town,Jayanagar,9.49,6.35,0,,0,,0,,171,28.41,3.9,4
2/2/2025,22:34:17,CNR8244261633,Success,CUST243141,Auto,Malleshwaram,Banashankari,8.85,12.35,0,,0,,0,,369,18.26,4.7,4.2
2/13/2025,4:17:13,CNR2279760982,Cancelled by Customer,CUST183698,Auto,Hennur,Hoodi,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/3/2025,9:08:50,CNR5560483937,Success,CUST539576,Mini,Electronic City,Hosakerehalli,9.77,5.84,0,,0,,0,,358,27.92,3.6,3.9
2/10/2025,13:03:54,CNR2963090206,Cancelled by Driver,CUST200679,Prime Sedan,Whitefield,Kengeri,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/18/2025,1:30:47,CNR1093719678,Success,CUST450589,Prime Plus,Richmond Town,HBR Layout,2.5,3.47,0,,0,,0,,506,5.35,4.8,3.6
2/17/2025,6:20:59,CNR9935044689,Success,CUST842949,Auto,Marathahalli,KR Puram,5.24,13.34,0,,0,,0,,134,27.48,4.4,4.3
2/23/2025,0:54:00,CNR9821520368,Success,CUST656344,Prime Sedan,Basaveshwaranagar,Banaswadi,9.85,12.77,0,,0,,0,,258,19.06,3.8,4.8
2/19/2025,19:02:33,CNR2633414557,Success,CUST690614,Prime SUV,Lavelle Road,Sahakar Nagar,6.31,12.7,0,,0,,0,,947,22.43,4.1,4
2/2/2025,3:14:13,CNR6078571860,Success,CUST129847,Bike,Lavelle Road,Shivajinagar,7.65,7.44,0,,0,,0,,491,13.46,4.7,3.6
2/4/2025,14:43:30,CNR9853425901,Success,CUST596903,Auto,Vasanth Nagar,Cunningham Road,5.39,9.4,0,,0,,0,,963,13.45,4.3,3.7
2/26/2025,20:56:18,CNR7850619800,Success,CUST510951,Prime SUV,Kengeri,Kadubeesanahalli,2.95,7.16,0,,0,,0,,432,29.91,4.2,3.9
2/5/2025,20:07:10,CNR1033986089,Success,CUST108637,Bike,Nagawara,Hulimavu,6.13,12.96,0,,0,,0,,521,6.25,4.5,3.6
2/15/2025,18:12:26,CNR1385678150,Incomplete,CUST168855,Prime Sedan,Vasanth Nagar,MG Road,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/9/2025,21:28:30,CNR1964790478,Success,CUST425970,Prime Plus,Basaveshwaranagar,HSR Layout,3.29,7.36,0,,0,,0,,883,24.94,4.3,5
2/23/2025,1:50:49,CNR1457814883,Incomplete,CUST270638,Mini,Indiranagar,Nagawara,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/18/2025,4:49:17,CNR8212085470,Success,CUST252925,Mini,KR Puram,Banashankari,5.85,13.4,0,,0,,0,,956,15.1,4.7,4.7
2/18/2025,3:12:42,CNR2558894461,Success,CUST420525,Mini,Yelahanka,Sadashivanagar,6.55,11.81,0,,0,,0,,2408,15.53,4.2,4.9
2/18/2025,1:48:34,CNR4994730957,Success,CUST397286,Prime SUV,Vijayanagar,Yelahanka,9.97,11.07,0,,0,,0,,284,10.17,3.6,4.9
2/2/2025,20:09:01,CNR5129386464,Success,CUST872568,Prime Sedan,Frazer Town,BTM Layout,9.16,11.8,0,,0,,0,,403,12.84,3.9,4.6
2/5/2025,23:51:24,CNR8345351012,Success,CUST407203,Bike,Bannerghatta Road,Ulsoor,4.79,9.95,0,,0,,0,,240,10.72,3.8,4.1
2/20/2025,3:46:57,CNR2494002572,Incomplete,CUST935042,Auto,Sarjapur,Whitefield,0,0,0,,0,,1,Other Issue,0,0,0,0
2/14/2025,1:28:05,CNR8395673850,Success,CUST642036,Prime Sedan,Banashankari,Kengeri,2.44,12.7,0,,0,,0,,432,26.83,3.9,4.2
2/27/2025,5:44:19,CNR9478945170,Incomplete,CUST903696,Auto,Kanakapura Road,Kammanahalli,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/25/2025,18:13:44,CNR1451647826,Success,CUST555695,eBike,Kengeri,Yelahanka,8.53,9.76,0,,0,,0,,214,7.44,3.9,3.8
2/24/2025,8:38:25,CNR8752085003,Incomplete,CUST692855,Prime SUV,RT Nagar,Nagawara,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/13/2025,17:00:08,CNR8640978081,Cancelled by Customer,CUST573516,Bike,Richmond Town,BTM Layout,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/25/2025,17:35:09,CNR7782230782,Success,CUST205663,Mini,Kanakapura Road,Hoodi,4.52,13.32,0,,0,,0,,421,16.08,3.8,4.8
2/13/2025,4:19:56,CNR1012303929,Success,CUST796511,Bike,Kanakapura Road,Sahakar Nagar,6.72,3.96,0,,0,,0,,876,20.53,4.5,4
2/20/2025,4:33:45,CNR1913778942,Success,CUST981056,Prime Sedan,KR Puram,Bommasandra,2.2,3.39,0,,0,,0,,462,10.05,4.3,3.9
2/23/2025,1:21:16,CNR5633645304,Success,CUST206692,Prime Sedan,Domlur,Basaveshwaranagar,6.09,12.22,0,,0,,0,,282,16.69,4.4,4.4
2/3/2025,16:03:08,CNR8582465318,Success,CUST685664,Auto,Cunningham Road,Domlur,5.89,8.89,0,,0,,0,,363,22.55,4.4,3.7
2/16/2025,7:08:16,CNR2575430050,Success,CUST151891,Prime Sedan,Hoodi,Marathahalli,3.81,6.72,0,,0,,0,,116,20.15,4.2,3.8
2/25/2025,7:36:06,CNR9014673347,Cancelled by Driver,CUST155321,Auto,HSR Layout,Whitefield,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/24/2025,21:38:03,CNR9012282675,Success,CUST214855,Prime Sedan,Jayanagar,MG Road,2.96,4.8,0,,0,,0,,453,6.39,3.9,4.7
2/9/2025,0:10:14,CNR2802400037,Success,CUST656697,eBike,Sahakar Nagar,Lavelle Road,7.5,8.57,0,,0,,0,,235,29.72,3.7,4.6
2/1/2025,16:48:14,CNR6717290372,Success,CUST690656,Prime SUV,JP Nagar,Majestic,8.32,6.45,0,,0,,0,,343,3.41,4.6,4.8
2/22/2025,20:22:10,CNR9875688354,Success,CUST907779,Bike,Banaswadi,Hulimavu,4.76,11.97,0,,0,,0,,264,23.49,4.2,4
2/22/2025,8:17:53,CNR8131684915,Success,CUST857751,Bike,Cunningham Road,Kengeri,9.7,11.54,0,,0,,0,,303,8.88,4.8,3.8
2/20/2025,8:23:57,CNR5325658045,Success,CUST537295,Mini,Malleshwaram,MG Road,2.72,14.51,0,,0,,0,,624,4.83,4.2,3.9
2/16/2025,5:09:02,CNR4940433571,Success,CUST803156,Mini,Vasanth Nagar,Yelahanka,8.24,5.79,0,,0,,0,,362,7.79,4.5,4.1
2/10/2025,23:00:36,CNR7511821287,Success,CUST110107,Auto,RT Nagar,Hebbal,4.83,5.43,0,,0,,0,,552,10.33,4.9,3.7
2/13/2025,23:02:31,CNR8056290379,Cancelled by Driver,CUST648616,Prime Plus,Basavanagudi,Koramangala,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/17/2025,20:48:06,CNR7651147035,Success,CUST120257,Mini,Hennur,Sadashivanagar,4.84,6.19,0,,0,,0,,518,19.1,4.9,4.1
2/8/2025,1:37:10,CNR9176523988,Cancelled by Customer,CUST311297,Auto,Indiranagar,KR Puram,0,0,1,AC is not working,0,,0,,0,0,0,0
2/11/2025,3:26:06,CNR9713700437,Success,CUST232321,Prime Plus,Vijayanagar,Domlur,4.56,11,0,,0,,0,,942,29.03,3.6,4
2/18/2025,9:14:32,CNR2648804892,Cancelled by Driver,CUST128895,Mini,Bellandur,MG Road,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/6/2025,8:04:25,CNR5802082773,Cancelled by Customer,CUST775534,eBike,Marathahalli,Marathahalli,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/10/2025,16:59:22,CNR3084474414,Success,CUST591583,Prime SUV,Marathahalli,JP Nagar,4.09,5.1,0,,0,,0,,211,10.98,3.9,4.6
2/26/2025,3:13:33,CNR3175335401,Success,CUST445484,Auto,Bellandur,Hulimavu,7.75,8.41,0,,0,,0,,193,12.25,3.7,4.1
2/18/2025,7:16:48,CNR7108680775,Success,CUST496283,Prime Sedan,Ulsoor,Bommanahalli,7.96,8.27,0,,0,,0,,209,26.47,3.7,3.6
2/26/2025,3:11:12,CNR7649593526,Success,CUST753739,Prime Plus,KR Puram,Bellandur,7.48,3.33,0,,0,,0,,457,6,5,4.8
2/20/2025,12:11:36,CNR3891154164,Success,CUST981080,Mini,RT Nagar,Basavanagudi,4.98,3.65,0,,0,,0,,132,23.37,4,3.7
2/4/2025,17:30:13,CNR6041968482,Incomplete,CUST124109,Prime Plus,Kaggadasapura,Richmond Town,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/26/2025,18:44:51,CNR3361383297,Cancelled by Driver,CUST898252,Prime SUV,Vijayanagar,JP Nagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/2/2025,12:55:38,CNR5633071457,Success,CUST307197,Mini,Shivajinagar,Rajajinagar,8.37,3.76,0,,0,,0,,292,20.18,4.2,4
2/18/2025,10:11:52,CNR4137116230,Cancelled by Driver,CUST827674,Auto,Hebbal,Jakkur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/15/2025,10:47:44,CNR7289890092,Success,CUST902445,Auto,Ulsoor,Kammanahalli,8.74,4.28,0,,0,,0,,869,23.2,3.8,4.1
2/26/2025,5:49:42,CNR4102837060,Cancelled by Driver,CUST893259,eBike,Kammanahalli,Koramangala,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/25/2025,13:53:35,CNR5367157619,Success,CUST679891,eBike,Vijayanagar,Hebbal,8.55,12.15,0,,0,,0,,448,24.46,4.1,3.6
2/18/2025,20:58:08,CNR5333340031,Cancelled by Driver,CUST775210,Mini,Yelahanka,Yelahanka,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/6/2025,13:57:10,CNR5933563728,Incomplete,CUST632115,Bike,Cunningham Road,Electronic City,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/11/2025,3:47:45,CNR2783648461,Success,CUST981820,Bike,Kaggadasapura,Bommasandra,9.63,14.7,0,,0,,0,,100,26.6,3.8,4.6
2/14/2025,21:04:57,CNR6326554511,Success,CUST477002,Mini,Basaveshwaranagar,Bellandur,6.3,7.41,0,,0,,0,,393,20.2,3.6,4.6
2/12/2025,20:06:22,CNR1997127571,Success,CUST974819,eBike,KR Puram,Majestic,4.13,6.03,0,,0,,0,,304,22.31,4.7,4.8
2/27/2025,0:29:58,CNR7107827750,Cancelled by Driver,CUST387568,Auto,Vijayanagar,Sadashivanagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/9/2025,13:43:00,CNR4345598872,Cancelled by Customer,CUST143467,Prime Sedan,Girinagar,Nagawara,0,0,1,Wrong Address,0,,0,,0,0,0,0
2/1/2025,6:14:57,CNR4687334700,Success,CUST300383,Prime Sedan,Koramangala,Kammanahalli,8.25,4,0,,0,,0,,353,18.26,4.3,4.4
2/26/2025,23:46:36,CNR1027929902,Success,CUST370527,Prime Plus,Lavelle Road,Sadashivanagar,3.29,4.53,0,,0,,0,,260,28.4,4.9,4.9
2/14/2025,21:13:55,CNR8968353407,Cancelled by Driver,CUST955004,Prime SUV,Basaveshwaranagar,Jayanagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/24/2025,10:00:52,CNR1100473595,Incomplete,CUST730433,Auto,Hoodi,Marathahalli,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/24/2025,15:43:17,CNR6042042253,Cancelled by Driver,CUST115984,Prime SUV,Jakkur,Sarjapur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/14/2025,0:38:37,CNR6217833111,Success,CUST655473,Prime SUV,Bannerghatta Road,Sahakar Nagar,8.67,3.44,0,,0,,0,,352,27.93,4.3,4.7
2/18/2025,7:21:30,CNR4620018628,Success,CUST193835,Prime Sedan,Sarjapur,KR Puram,9.66,4.96,0,,0,,0,,558,2.69,4.9,4.9
